Cc1ccc(-c2ccc(C)cn2)nc1 733793
CNc1ccc(-c2nc3ccc(OC[C@H](O)C[18F])cc3s2)cn1 784933
N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12 295632
CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1 292439
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2c(c1O)CCCC2 455062
COc1ccc2c(c1)c(CC(=O)OC1OC(=O)c3ccccc31)c(C)n2C(=O)c1ccc(Cl)cc1 91007
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O 105694
N[C@H](CCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O 280440
CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1 790830
Cc1c(Cl)cc(S(=O)(=O)[O-])cc1NC(=O)NC[C@H](N)C(=O)O 744563
O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1 689234
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O 677150
CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O 649744
CCC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)O)c3n1[Sn](Cl)(Cl)n1/c(c(C)c(CC)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)O)=C1C 272597
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1 271917
CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C 256272
COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2C 190995
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21 172112
Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O 141378
CC(=O)N[C@@H](CSC(=O)c1ccccc1OC(C)=O)C(=O)O 139569
CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO 121648
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1 90525
Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2 90272
